Date,Max EU price,Min EU price,Austria,Belgium,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Grain,popup_date
2023-11-24,161.8,-202.29,80.84,77.56,100.9,91.4,78.77,47.07,83.63,-202.29,75.94,67.06,118.73,101.13,161.8,132.66,83.63,83.63,67.06,86.01,90.29,56.0,83.68,67.72,100.9,92.59,100.72,87.74,67.72,19.43,126.74,Daily (1 year),24 Nov 23 (Fri)
2023-11-25,161.8,67.1,94.75,97.32,98.53,95.34,93.33,93.88,95.34,75.7,97.39,95.97,98.86,94.47,161.8,122.15,95.34,95.34,95.97,98.0,90.88,75.41,98.57,89.26,97.72,82.42,94.21,95.25,89.26,67.1,119.64,Daily (1 year),25 Nov 23 (Sat)
2023-11-26,161.8,90.84,106.13,116.82,90.84,92.81,102.0,115.81,119.86,119.62,117.28,115.86,90.84,99.4,161.8,135.36,119.86,119.86,115.86,116.67,107.62,94.35,104.08,117.03,90.84,98.76,100.67,100.12,117.03,103.56,116.85,Daily (1 year),26 Nov 23 (Sun)
2023-11-27,161.8,86.33,116.89,116.26,127.51,122.5,115.87,110.32,132.16,101.07,115.45,113.61,127.51,120.59,161.8,136.5,132.16,132.16,113.61,114.27,120.3,86.33,125.15,106.94,129.86,116.89,120.19,121.41,106.94,96.54,127.95,Daily (1 year),27 Nov 23 (Mon)
2023-11-28,161.8,37.62,122.88,123.71,107.2,122.73,123.24,121.11,136.9,37.62,123.64,122.8,106.08,125.03,161.8,129.74,136.9,136.9,122.8,123.14,118.41,92.74,128.78,108.96,113.84,102.96,125.06,123.65,108.96,100.22,132.39,Daily (1 year),28 Nov 23 (Tue)
2023-11-29,168.18,84.18,140.75,140.55,131.88,137.69,141.03,140.71,168.18,130.8,140.75,140.29,118.6,142.23,161.8,144.37,168.18,168.18,140.29,140.44,116.46,106.9,141.96,84.18,131.88,119.54,142.46,141.87,84.18,117.81,143.28,Daily (1 year),29 Nov 23 (Wed)
2023-11-30,169.17,99.56,167.34,168.91,149.49,165.13,168.28,168.9,168.64,142.87,168.88,168.85,121.04,169.17,161.8,154.66,168.64,168.64,168.85,168.92,154.33,134.59,151.58,99.56,149.49,162.43,168.71,166.77,99.56,149.35,167.73,Daily (1 year),30 Nov 23 (Thu)
2023-12-01,160.05,87.16,155.0,155.94,89.79,141.91,156.63,159.47,157.98,111.02,155.63,156.33,89.79,160.05,,143.07,157.98,157.98,156.33,156.14,119.02,127.25,144.35,95.51,89.79,87.16,159.3,151.15,96.19,136.67,159.96,Daily (1 year),01 Dec 23 (Fri)
2023-12-01,115.45,68.33,73.03,69.26,81.41,75.89,73.04,69.95,88.91,76.19,68.33,68.38,102.2,81.57,,115.45,88.91,88.91,68.38,73.04,105.75,74.66,80.08,72.15,80.81,77.2,76.98,75.48,72.12,69.32,80.97,Monthly,Dec 23
2023-12-02,137.17,76.52,113.73,117.09,98.29,94.11,110.17,116.54,137.17,114.19,117.35,116.53,98.39,110.15,,114.81,137.17,137.17,116.53,116.4,76.52,102.63,112.94,82.42,98.29,81.2,110.7,116.71,82.42,107.53,121.44,Daily (1 year),02 Dec 23 (Sat)
2023-12-03,134.13,78.27,103.66,104.4,88.65,88.4,99.34,104.51,134.13,104.35,104.66,104.12,89.11,99.72,,114.51,134.13,134.13,104.12,104.22,100.16,100.07,100.75,78.27,88.65,99.41,99.97,104.66,78.27,101.74,113.89,Daily (1 year),03 Dec 23 (Sun)
2023-12-04,156.21,78.61,117.35,111.54,123.46,120.35,117.43,127.39,156.21,156.21,111.84,111.63,122.23,123.11,,136.08,156.21,156.21,111.63,111.42,131.0,134.99,123.2,78.61,123.46,128.62,124.31,119.25,78.61,151.9,122.79,Daily (1 year),04 Dec 23 (Mon)
2023-12-05,173.48,112.59,122.92,114.02,131.6,127.51,121.69,132.14,173.48,173.48,113.8,114.56,126.03,131.26,,132.71,173.48,173.48,114.56,114.47,132.26,143.25,123.77,112.59,131.6,124.95,133.57,125.69,113.31,159.86,125.63,Daily (1 year),05 Dec 23 (Tue)
2023-12-06,135.32,105.97,129.58,128.35,129.79,129.68,129.72,130.45,135.28,133.15,128.8,129.72,129.13,129.79,,131.24,135.28,135.28,129.72,126.78,135.32,130.21,125.41,105.97,129.79,132.02,129.85,129.61,105.97,130.88,134.82,Daily (1 year),06 Dec 23 (Wed)
2023-12-07,129.33,82.7,116.46,105.97,120.66,117.88,117.72,116.1,129.33,100.64,104.58,116.1,119.01,119.76,,122.36,129.33,129.33,116.1,103.32,122.16,105.22,125.89,82.7,120.66,120.27,120.53,116.99,82.7,111.52,119.51,Daily (1 year),07 Dec 23 (Thu)
2023-12-08,135.35,21.91,106.16,103.14,108.76,107.45,105.89,102.32,135.35,98.15,102.61,104.01,107.96,108.65,,119.34,135.35,135.35,104.01,103.85,108.71,93.55,116.88,21.91,108.76,105.21,109.3,106.87,21.91,95.98,109.79,Daily (1 year),08 Dec 23 (Fri)
2023-12-09,118.41,35.16,86.72,74.34,93.06,89.56,87.16,75.72,104.11,66.21,73.25,75.86,102.73,94.45,,118.41,104.11,104.11,75.86,76.26,97.17,72.32,109.27,35.16,93.06,88.51,92.87,87.84,35.16,65.49,93.01,Daily (1 year),09 Dec 23 (Sat)
2023-12-10,102.41,38.88,62.81,49.62,77.31,68.42,65.42,58.41,84.73,81.22,45.39,55.9,100.7,79.23,,102.41,84.73,84.73,55.9,55.49,89.08,64.54,82.14,39.15,77.31,69.3,71.84,64.73,38.88,62.07,79.79,Daily (1 year),10 Dec 23 (Sun)
2023-12-11,131.27,75.92,93.75,81.37,109.91,101.92,93.93,86.94,131.27,131.19,82.28,81.29,119.35,109.48,,120.15,131.27,131.27,81.29,81.27,108.43,86.87,106.82,75.92,109.91,109.13,103.99,98.87,75.92,86.91,100.96,Daily (1 year),11 Dec 23 (Mon)
2023-12-12,149.31,68.89,108.83,93.61,126.48,116.52,108.6,111.47,149.31,149.31,87.72,105.53,125.21,123.07,,119.4,149.31,149.31,105.53,102.27,115.57,106.04,127.45,68.89,126.48,113.13,119.11,113.42,68.89,119.81,107.66,Daily (1 year),12 Dec 23 (Tue)
2023-12-13,124.39,57.5,98.88,91.58,110.95,102.73,97.65,97.2,124.39,124.39,91.0,93.12,108.32,103.67,,110.61,124.39,124.39,93.12,92.2,114.43,96.08,117.51,57.5,110.95,103.0,104.79,100.61,57.5,103.59,100.59,Daily (1 year),13 Dec 23 (Wed)
2023-12-14,133.39,68.55,106.26,98.79,106.17,105.99,107.19,113.89,133.39,133.39,94.54,107.49,105.89,106.98,,119.18,133.39,133.39,107.49,100.85,111.47,97.52,109.02,68.69,106.17,105.02,107.34,105.6,68.55,119.92,105.59,Daily (1 year),14 Dec 23 (Thu)
2023-12-15,133.09,74.07,93.91,92.47,96.09,94.5,93.65,87.67,133.09,132.04,92.51,92.45,97.15,95.67,,105.71,133.09,133.09,92.45,92.49,104.11,75.63,99.53,74.07,96.09,93.3,95.87,94.31,74.07,86.77,95.64,Daily (1 year),15 Dec 23 (Fri)
2023-12-16,89.69,14.28,71.42,73.17,80.26,73.44,70.0,40.54,65.14,14.28,73.58,69.78,82.84,73.77,,89.69,65.14,65.14,69.78,74.65,87.79,44.39,70.81,80.3,80.26,80.32,71.49,72.52,80.3,14.28,78.26,Daily (1 year),16 Dec 23 (Sat)
2023-12-17,105.62,4.55,57.48,56.17,67.92,61.61,58.16,26.99,29.21,4.55,58.99,51.03,67.92,66.8,,105.62,29.21,29.21,51.03,54.43,84.48,37.63,48.48,75.8,67.92,59.41,60.67,59.88,75.8,4.55,66.65,Daily (1 year),17 Dec 23 (Sun)
2023-12-18,108.88,15.88,82.51,81.13,94.24,86.73,81.26,42.53,58.72,15.88,83.28,77.74,97.53,89.8,,108.88,58.72,58.72,77.74,78.91,108.61,46.93,75.37,98.43,94.24,89.13,83.29,85.01,98.43,15.88,84.36,Daily (1 year),18 Dec 23 (Mon)
2023-12-19,117.19,17.32,81.16,78.75,99.94,89.89,78.99,54.36,35.01,17.32,80.09,76.73,106.8,100.56,,108.11,35.01,35.01,76.73,77.98,117.19,51.07,75.54,85.17,99.94,101.19,74.35,85.81,85.17,19.43,87.1,Daily (1 year),19 Dec 23 (Tue)
2023-12-20,119.57,49.0,68.9,66.76,95.17,77.39,73.04,55.04,66.04,49.65,66.22,60.85,106.77,80.85,,119.57,66.04,66.04,60.85,71.31,113.73,57.15,75.04,59.72,95.17,84.03,70.69,73.59,59.72,49.0,87.06,Daily (1 year),20 Dec 23 (Wed)
2023-12-21,104.12,24.02,52.6,36.29,101.31,73.4,68.85,28.85,58.35,38.79,36.11,24.02,102.81,86.6,,104.12,58.35,58.35,24.02,55.08,87.13,44.67,69.33,53.35,101.31,68.79,73.11,65.75,53.23,35.34,83.3,Daily (1 year),21 Dec 23 (Thu)
2023-12-22,102.02,22.66,29.72,28.98,75.66,41.55,26.59,24.1,35.89,25.06,27.62,22.66,96.96,41.7,,102.02,35.89,35.89,22.66,39.54,76.1,44.54,39.29,51.77,74.45,54.0,29.51,35.56,51.77,25.06,72.49,Daily (1 year),22 Dec 23 (Fri)
2023-12-23,101.6,18.83,29.56,23.95,27.69,29.68,30.29,36.05,35.68,35.65,18.83,30.74,86.41,32.71,,101.6,35.68,35.68,30.74,29.74,80.61,44.44,31.99,47.78,27.69,37.99,31.18,29.24,47.78,35.3,38.7,Daily (1 year),23 Dec 23 (Sat)
2023-12-24,116.25,-3.54,3.74,-0.16,38.09,19.45,0.49,20.55,40.09,39.13,0.6,-3.54,108.04,43.49,,116.25,40.09,40.09,-3.54,3.25,97.17,42.77,34.07,69.27,38.09,20.14,19.51,12.5,69.27,39.03,6.68,Daily (1 year),24 Dec 23 (Sun)
2023-12-25,116.06,0.39,1.61,1.8,12.53,2.12,1.82,13.97,31.88,31.88,0.39,0.57,98.14,1.82,,116.06,31.88,31.88,0.57,8.19,102.93,46.16,1.18,63.85,3.97,13.73,1.29,1.86,63.85,31.88,5.63,Daily (1 year),25 Dec 23 (Mon)
2023-12-26,117.42,12.19,21.53,33.21,26.61,23.35,18.18,30.9,40.91,40.91,29.59,18.34,85.35,22.75,,117.42,40.91,40.91,18.34,50.74,104.45,52.04,12.19,92.85,26.27,29.2,21.5,23.12,92.82,40.91,24.13,Daily (1 year),26 Dec 23 (Tue)
2023-12-27,133.46,51.57,58.06,56.72,55.32,58.35,58.28,56.85,58.68,58.68,55.31,59.07,92.39,60.92,,133.46,58.68,58.68,59.07,60.21,114.93,57.59,67.19,80.47,54.87,66.39,58.88,58.28,80.28,51.57,60.26,Daily (1 year),27 Dec 23 (Wed)
2023-12-28,109.43,16.67,26.88,21.61,41.81,34.0,26.75,22.55,45.35,45.35,21.9,16.67,98.54,41.87,,101.74,45.35,45.35,16.67,28.08,109.43,47.43,45.95,98.46,41.81,46.57,32.89,31.07,98.46,35.89,54.4,Daily (1 year),28 Dec 23 (Thu)
2023-12-29,121.27,6.61,12.71,18.55,24.78,17.68,11.55,17.79,27.83,27.83,15.9,6.61,79.15,23.32,,121.27,27.83,27.83,6.61,34.92,109.43,50.99,19.1,102.84,23.28,30.13,15.99,15.77,102.84,27.82,20.1,Daily (1 year),29 Dec 23 (Fri)
2023-12-30,111.2,31.73,36.12,38.23,37.01,36.46,35.72,42.74,42.06,42.06,35.21,35.33,107.33,37.22,,111.2,42.06,42.06,35.33,46.7,109.43,58.81,36.49,65.57,37.01,31.73,36.24,36.23,65.57,42.06,34.72,Daily (1 year),30 Dec 23 (Sat)
2023-12-31,112.05,8.38,13.83,9.57,34.45,20.69,11.96,34.55,66.01,66.01,8.67,8.38,110.25,29.55,,112.05,66.01,66.01,8.38,13.23,109.43,51.66,55.44,33.51,27.73,20.1,22.57,17.36,31.94,40.42,15.25,Daily (1 year),31 Dec 23 (Sun)
2024-01-01,105.65,13.94,18.83,16.09,20.98,19.8,19.09,35.6,45.96,45.96,13.94,17.45,74.78,20.15,80.06,105.65,44.64,44.64,17.45,20.17,44.78,43.97,77.7,36.7,17.44,23.96,20.63,19.25,35.18,39.77,20.93,Daily (1 year),01 Jan 24 (Mon)
2024-01-01,126.47,68.63,81.43,78.63,89.72,84.09,83.0,76.15,126.47,106.16,76.66,76.63,92.99,85.85,100.19,99.14,117.15,117.39,76.63,78.43,90.2,69.42,93.48,74.09,87.79,86.1,84.57,83.13,74.11,68.63,84.01,Monthly,Jan 24
2024-01-02,173.29,35.43,54.45,45.81,71.73,55.83,55.24,54.05,173.29,173.29,35.43,51.8,92.39,58.2,96.05,106.34,111.47,111.47,51.8,61.82,71.03,59.22,89.06,40.49,58.63,50.97,59.58,54.63,39.62,58.36,41.69,Daily (1 year),02 Jan 24 (Tue)
2024-01-03,102.31,47.61,52.18,49.47,61.44,53.69,53.0,50.8,102.31,102.31,48.44,47.61,82.96,54.92,96.14,93.64,97.38,97.38,47.61,53.83,83.74,61.88,84.52,59.42,54.98,61.06,55.83,53.02,58.57,59.91,55.91,Daily (1 year),03 Jan 24 (Wed)
2024-01-04,229.82,80.18,82.18,83.51,83.29,82.56,84.44,87.74,223.49,229.82,80.18,86.61,85.02,83.57,112.53,91.65,223.49,223.49,86.61,85.88,86.92,84.25,94.06,91.18,81.14,84.2,83.89,82.61,91.18,89.67,81.9,Daily (1 year),04 Jan 24 (Thu)
2024-01-05,888.09,67.22,93.99,90.65,97.25,95.52,93.91,132.5,888.09,888.09,90.38,91.21,98.42,96.64,103.23,104.53,668.38,668.38,91.21,91.06,95.92,146.47,107.0,67.52,96.75,92.25,97.63,94.84,67.22,192.75,93.32,Daily (1 year),05 Jan 24 (Fri)
2024-01-06,169.75,45.29,88.67,88.11,88.29,88.59,88.75,90.94,169.75,166.6,87.62,88.8,87.67,88.7,111.78,100.71,168.56,168.56,88.8,88.72,86.94,87.3,94.39,45.29,88.29,86.75,88.72,88.58,45.29,93.81,85.79,Daily (1 year),06 Jan 24 (Sat)
2024-01-07,123.56,76.12,86.24,86.45,85.41,86.19,86.27,87.75,96.74,94.73,86.45,86.45,85.41,86.31,123.56,96.73,96.74,96.74,86.45,86.45,81.61,78.14,93.8,76.26,85.41,81.85,86.3,86.27,76.12,85.37,89.93,Daily (1 year),07 Jan 24 (Sun)
2024-01-08,123.43,85.54,101.47,102.15,97.99,101.37,102.08,103.09,114.4,109.15,102.19,102.28,96.99,102.16,108.36,108.11,114.4,114.4,102.28,99.33,104.61,85.54,123.43,106.52,97.99,107.17,102.18,101.7,106.01,94.25,107.15,Daily (1 year),08 Jan 24 (Mon)
2024-01-09,122.23,73.09,108.79,104.92,108.91,108.81,109.07,109.55,109.1,73.09,106.56,109.44,108.51,109.1,103.55,109.11,109.1,109.1,109.44,96.66,109.26,84.52,122.23,113.55,108.91,114.7,109.23,108.7,113.55,84.2,111.95,Daily (1 year),09 Jan 24 (Tue)
2024-01-10,115.93,41.06,111.84,108.73,112.64,112.23,112.15,112.03,108.85,41.06,109.89,111.94,110.28,112.63,113.08,113.0,108.85,108.85,111.94,102.75,112.94,84.6,115.93,100.86,112.64,115.88,112.89,112.03,100.86,71.41,110.2,Daily (1 year),10 Jan 24 (Wed)
2024-01-11,115.02,82.97,109.17,107.4,111.86,109.67,109.31,109.64,105.06,91.31,106.67,109.62,110.52,110.04,115.02,108.74,105.06,105.06,109.62,107.28,111.03,89.22,109.49,96.86,111.4,109.2,109.53,109.34,96.86,82.97,109.5,Daily (1 year),11 Jan 24 (Thu)
2024-01-12,151.64,85.03,106.87,106.45,108.92,107.48,106.69,104.75,130.08,128.79,106.57,106.0,107.55,107.45,151.64,109.75,130.08,130.08,106.0,103.5,106.4,85.03,109.02,97.13,108.7,105.16,107.57,107.22,97.6,92.04,103.34,Daily (1 year),12 Jan 24 (Fri)
2024-01-13,115.7,59.66,80.86,94.31,99.38,85.27,83.32,69.06,74.68,59.66,87.36,73.49,100.1,88.99,115.7,100.21,74.68,76.64,73.49,83.81,97.36,65.55,87.29,86.93,92.95,88.91,83.26,83.55,87.19,61.62,90.76,Daily (1 year),13 Jan 24 (Sat)
2024-01-14,104.52,74.78,77.77,84.56,86.7,77.59,77.01,76.01,76.21,76.18,81.77,76.32,94.43,77.38,104.52,103.46,76.21,76.21,76.32,79.71,97.24,74.86,76.94,74.78,76.5,81.74,77.2,77.77,74.78,75.42,88.62,Daily (1 year),14 Jan 24 (Sun)
2024-01-15,134.72,84.54,89.18,90.4,94.95,90.84,88.88,87.56,99.4,99.4,89.27,87.06,94.95,90.9,134.72,101.0,99.4,99.4,87.06,84.54,100.34,85.99,89.49,87.93,94.95,96.41,90.28,90.17,87.93,87.01,98.66,Daily (1 year),15 Jan 24 (Mon)
2024-01-16,149.11,83.81,105.99,102.65,112.82,109.22,105.57,117.09,149.11,149.11,102.48,100.73,106.06,110.75,118.13,107.46,149.11,149.11,100.73,97.37,106.41,105.95,123.18,83.81,112.82,104.78,112.2,108.07,87.31,130.6,105.51,Daily (1 year),16 Jan 24 (Tue)
2024-01-17,138.28,26.29,99.88,93.49,118.57,103.5,100.49,98.37,108.36,108.32,85.18,100.01,117.4,101.61,138.28,101.65,108.36,109.43,100.01,98.06,113.21,83.86,110.29,26.29,118.57,103.62,101.09,101.19,26.29,91.32,101.79,Daily (1 year),17 Jan 24 (Wed)
2024-01-18,139.26,49.7,94.98,88.43,97.83,96.46,95.24,91.87,94.29,83.22,85.91,92.29,89.63,98.19,139.26,96.96,94.29,98.88,92.29,88.03,100.57,78.95,108.84,49.7,97.83,86.96,99.49,95.8,49.7,82.68,93.16,Daily (1 year),18 Jan 24 (Thu)
2024-01-19,97.09,70.95,80.96,84.35,82.69,82.32,80.69,79.3,84.3,84.3,82.3,78.32,82.69,83.02,85.08,93.48,84.3,84.3,78.32,76.63,90.57,74.42,97.09,70.95,82.69,90.1,83.24,82.0,70.95,79.35,88.55,Daily (1 year),19 Jan 24 (Fri)
2024-01-20,89.19,57.92,75.13,79.74,82.88,75.78,74.47,73.36,84.92,82.13,77.46,73.7,86.37,76.35,57.92,89.19,84.92,84.92,73.7,73.19,88.09,66.13,79.8,80.33,76.68,76.47,75.23,75.45,80.33,70.63,80.88,Daily (1 year),20 Jan 24 (Sat)
2024-01-21,83.33,35.0,61.34,59.29,67.77,63.92,70.8,48.69,57.98,35.0,56.89,49.0,68.01,67.17,61.05,83.33,57.98,57.98,49.0,55.69,74.87,48.88,73.77,63.48,66.27,59.33,65.03,62.96,63.48,38.42,74.87,Daily (1 year),21 Jan 24 (Sun)
2024-01-22,101.76,26.31,74.89,56.38,92.61,82.51,85.7,46.26,62.51,26.31,56.62,48.99,92.61,85.68,64.95,101.76,62.51,62.51,48.99,61.61,95.59,44.97,69.34,70.31,92.61,84.7,83.39,80.72,68.5,26.31,79.02,Daily (1 year),22 Jan 24 (Mon)
2024-01-23,105.08,32.68,72.88,56.72,100.9,80.23,80.17,45.92,52.9,34.74,56.58,51.74,100.9,86.38,70.58,90.43,52.9,52.9,51.74,58.21,105.08,45.72,72.07,79.06,100.9,90.38,76.17,76.67,79.06,32.68,76.37,Daily (1 year),23 Jan 24 (Tue)
2024-01-24,101.02,34.84,66.65,53.76,94.64,80.05,75.57,36.76,75.31,74.85,50.48,34.84,92.61,96.21,95.52,96.54,75.31,75.31,34.84,55.57,101.02,42.71,72.8,82.35,89.17,89.2,77.61,75.53,82.55,39.69,77.62,Daily (1 year),24 Jan 24 (Wed)
2024-01-25,98.91,69.12,79.11,78.43,94.4,82.53,78.63,76.98,79.69,79.59,73.32,78.79,98.91,82.56,75.76,95.39,79.69,79.69,78.79,83.69,98.63,69.12,79.15,76.73,93.06,83.72,77.3,80.97,76.73,75.05,82.8,Daily (1 year),25 Jan 24 (Thu)
2024-01-26,109.65,45.44,73.44,67.97,92.64,83.45,76.66,52.79,105.6,76.31,65.92,58.92,96.79,87.41,76.33,101.75,105.6,105.6,58.92,71.82,99.62,48.75,109.65,72.63,91.29,87.79,86.61,81.72,72.63,45.44,77.91,Daily (1 year),26 Jan 24 (Fri)
2024-01-27,111.18,17.0,68.99,69.5,76.67,71.03,68.7,51.95,111.18,17.0,68.5,68.82,87.24,71.61,70.47,91.13,111.18,111.18,68.82,72.29,88.87,43.81,76.37,65.75,76.67,77.25,69.67,69.97,65.94,17.38,70.46,Daily (1 year),27 Jan 24 (Sat)
2024-01-28,89.08,12.33,63.21,54.94,68.71,66.22,63.72,51.09,85.77,12.33,52.49,58.58,68.71,69.48,64.53,76.64,85.77,85.77,58.58,58.17,74.89,40.09,89.08,51.64,67.72,68.78,71.17,65.18,51.64,15.08,64.31,Daily (1 year),28 Jan 24 (Sun)
2024-01-29,118.67,12.59,81.96,79.35,84.63,82.47,82.16,75.34,82.51,12.59,77.31,81.95,84.63,82.25,118.67,95.53,82.51,82.51,81.95,81.2,83.97,50.79,88.98,78.51,84.63,86.28,82.15,82.16,78.88,45.92,81.04,Daily (1 year),29 Jan 24 (Mon)
2024-01-30,118.26,19.94,79.59,78.66,87.04,82.16,78.85,64.92,92.43,19.94,78.12,77.96,87.04,83.3,118.26,99.38,92.43,92.43,77.96,79.77,80.74,49.83,89.16,81.37,87.04,89.28,81.46,81.05,81.37,51.64,80.02,Daily (1 year),30 Jan 24 (Tue)
2024-01-31,100.03,4.07,82.84,74.76,96.7,89.61,86.48,38.96,76.23,15.93,74.28,74.98,93.26,92.25,81.14,100.03,76.23,76.23,74.98,74.45,4.07,41.63,83.84,82.39,96.84,90.36,94.98,87.92,84.05,16.7,80.17,Daily (1 year),31 Jan 24 (Wed)
2024-01-31,100.03,4.07,82.84,74.76,96.7,89.61,86.48,38.96,76.23,15.93,74.28,74.98,93.26,92.25,81.14,100.03,76.23,76.23,74.98,74.45,4.07,41.63,83.84,82.39,96.84,90.36,94.98,87.92,84.05,16.7,80.17,Daily (3 months),31 Jan 24 (Wed)
2024-02-01,100.35,0.95,83.75,75.31,97.13,89.26,87.11,39.69,59.0,0.95,75.68,72.75,93.76,92.34,92.62,100.02,59.0,59.0,72.75,76.06,100.35,40.48,68.87,70.7,97.13,94.29,93.59,87.14,70.7,7.2,83.8,Daily (1 year),01 Feb 24 (Thu)
2024-02-01,100.35,0.95,83.75,75.31,97.13,89.26,87.11,39.69,59.0,0.95,75.68,72.75,93.76,92.34,92.62,100.02,59.0,59.0,72.75,76.06,100.35,40.48,68.87,70.7,97.13,94.29,93.59,87.14,70.7,7.2,83.8,Daily (3 months),01 Feb 24 (Thu)
2024-02-01,87.61,39.76,65.77,61.53,69.96,67.78,69.1,57.06,75.57,51.59,58.39,61.36,73.57,69.31,84.03,87.61,74.83,74.83,61.36,63.91,70.12,52.64,75.97,39.76,69.72,67.84,68.71,67.17,39.9,44.5,69.91,Monthly,Feb 24
2024-02-02,104.4,13.62,74.42,67.6,89.55,82.15,84.37,45.09,66.87,13.62,66.14,60.01,93.61,85.41,67.91,104.4,66.87,66.87,60.01,69.89,88.73,42.4,72.75,65.05,89.55,87.39,85.25,80.06,65.05,21.14,81.67,Daily (1 year),02 Feb 24 (Fri)
2024-02-02,104.4,13.62,74.42,67.6,89.55,82.15,84.37,45.09,66.87,13.62,66.14,60.01,93.61,85.41,67.91,104.4,66.87,66.87,60.01,69.89,88.73,42.4,72.75,65.05,89.55,87.39,85.25,80.06,65.05,21.14,81.67,Daily (3 months),02 Feb 24 (Fri)
2024-02-03,89.03,1.0,55.96,47.79,72.54,62.72,70.39,31.32,41.42,1.0,46.1,36.41,78.95,69.42,80.59,89.03,41.42,41.42,36.41,49.22,73.6,33.91,58.3,60.75,72.11,57.77,57.77,59.87,60.75,1.0,68.65,Daily (1 year),03 Feb 24 (Sat)
2024-02-03,89.03,1.0,55.96,47.79,72.54,62.72,70.39,31.32,41.42,1.0,46.1,36.41,78.95,69.42,80.59,89.03,41.42,41.42,36.41,49.22,73.6,33.91,58.3,60.75,72.11,57.77,57.77,59.87,60.75,1.0,68.65,Daily (3 months),03 Feb 24 (Sat)
2024-02-04,81.6,13.31,38.31,28.23,49.35,43.09,59.46,14.12,30.96,13.99,26.75,13.31,69.07,46.28,37.07,81.6,30.96,30.96,13.31,28.21,55.78,30.89,33.89,63.31,48.66,50.12,41.28,41.38,63.31,13.99,55.85,Daily (1 year),04 Feb 24 (Sun)
2024-02-04,81.6,13.31,38.31,28.23,49.35,43.09,59.46,14.12,30.96,13.99,26.75,13.31,69.07,46.28,37.07,81.6,30.96,30.96,13.31,28.21,55.78,30.89,33.89,63.31,48.66,50.12,41.28,41.38,63.31,13.99,55.85,Daily (3 months),04 Feb 24 (Sun)
2024-02-05,94.68,37.3,54.01,61.41,62.92,60.26,67.86,44.2,64.75,49.18,54.57,37.3,77.9,62.31,57.58,94.68,64.75,64.75,37.3,50.06,62.47,48.31,68.94,81.04,62.4,63.19,62.52,59.45,81.04,45.3,72.24,Daily (1 year),05 Feb 24 (Mon)
2024-02-05,94.68,37.3,54.01,61.41,62.92,60.26,67.86,44.2,64.75,49.18,54.57,37.3,77.9,62.31,57.58,94.68,64.75,64.75,37.3,50.06,62.47,48.31,68.94,81.04,62.4,63.19,62.52,59.45,81.04,45.3,72.24,Daily (3 months),05 Feb 24 (Mon)
2024-02-06,122.97,45.55,59.28,54.92,65.41,64.04,66.51,52.67,121.06,122.97,53.68,45.55,75.79,66.23,89.14,96.18,115.77,115.77,45.55,58.39,68.47,59.8,70.6,72.66,65.41,68.1,63.7,63.57,72.66,60.67,71.45,Daily (1 year),06 Feb 24 (Tue)
2024-02-06,122.97,45.55,59.28,54.92,65.41,64.04,66.51,52.67,121.06,122.97,53.68,45.55,75.79,66.23,89.14,96.18,115.77,115.77,45.55,58.39,68.47,59.8,70.6,72.66,65.41,68.1,63.7,63.57,72.66,60.67,71.45,Daily (3 months),06 Feb 24 (Tue)
2024-02-07,151.04,50.32,78.62,73.75,81.56,78.92,80.23,81.06,102.31,113.14,58.89,80.51,85.1,79.78,151.04,106.32,94.35,94.35,80.51,82.54,80.08,78.7,81.65,50.53,81.56,81.23,80.13,78.4,50.32,80.9,84.22,Daily (1 year),07 Feb 24 (Wed)
2024-02-07,151.04,50.32,78.62,73.75,81.56,78.92,80.23,81.06,102.31,113.14,58.89,80.51,85.1,79.78,151.04,106.32,94.35,94.35,80.51,82.54,80.08,78.7,81.65,50.53,81.56,81.23,80.13,78.4,50.32,80.9,84.22,Daily (3 months),07 Feb 24 (Wed)
2024-02-08,111.5,37.05,86.8,70.06,89.35,87.52,89.8,88.07,107.73,111.5,49.51,88.14,90.5,90.76,84.82,94.26,107.73,107.73,88.14,82.19,87.43,79.9,103.34,37.05,89.52,88.98,92.55,86.57,37.64,86.92,88.2,Daily (1 year),08 Feb 24 (Thu)
2024-02-08,111.5,37.05,86.8,70.06,89.35,87.52,89.8,88.07,107.73,111.5,49.51,88.14,90.5,90.76,84.82,94.26,107.73,107.73,88.14,82.19,87.43,79.9,103.34,37.05,89.52,88.98,92.55,86.57,37.64,86.92,88.2,Daily (3 months),08 Feb 24 (Thu)
2024-02-09,156.29,40.37,72.88,58.38,72.13,74.44,75.34,65.16,141.6,156.29,50.67,70.63,75.35,78.41,98.71,91.97,134.18,134.18,70.63,67.07,77.39,64.37,91.17,40.37,72.13,73.8,80.22,74.07,40.37,68.65,78.51,Daily (1 year),09 Feb 24 (Fri)
2024-02-09,156.29,40.37,72.88,58.38,72.13,74.44,75.34,65.16,141.6,156.29,50.67,70.63,75.35,78.41,98.71,91.97,134.18,134.18,70.63,67.07,77.39,64.37,91.17,40.37,72.13,73.8,80.22,74.07,40.37,68.65,78.51,Daily (3 months),09 Feb 24 (Fri)
